Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19410531,0.28,0.31,-0.15,-0.18,-0.47,-0.78
19410602,0.01,0.26,-0.19,0.39,0.19,0.31
19410603,-0.14,0.61,0.57,1.03,0.84,1.09
19410604,0.1,0.17,0.7,0.43,0.32,0.12
19410605,0.42,0.5,1.1,0.58,0.68,-0.5
19410606,-0.5,-0.43,-0.38,-0.15,-0.13,-0.49
19410607,0.72,0.77,0.6,0.6,0.65,0.47
19410609,0.91,0.78,0.81,0.89,0.98,0.4
19410610,1.98,1.82,2.02,1.37,1.27,1.66
19410611,0.58,0.41,0.39,0.06,0.19,-0.21
19410612,0.41,0.19,0.65,0.54,0.43,0.93
19410613,0.24,-0.41,-0.24,-0.28,-0.17,-0.6
19410614,0.02,0.55,0.22,-0.27,-0.08,-0.07
19410616,-0.37,-0.1,-0.2,-0.01,-0.35,-0.82
19410617,0.41,0.85,0.62,0.76,0.6,0.27
19410618,0.3,0.59,0.42,0.29,0.22,0.32
19410619,-0.59,-0.35,-0.2,-0.15,-0.24,-0.25
19410620,-0.73,-0.51,-0.73,-0.84,-1.01,-1.2
19410621,-0.11,0.01,0.31,0.09,0.35,0.1
19410623,1.8,1.69,1.59,1.08,1.53,1.94
19410624,-0.84,-0.77,-0.28,-0.48,-0.47,-0.25
19410625,-0.12,0.3,0.04,0.25,0.1,0.64
19410626,0.61,0.15,0.94,0.45,0.42,0.7
19410627,-0.44,-0.4,-0.51,-0.48,-0.2,-0.48
19410628,-0.25,-0.14,-0.09,0.11,-0.24,-0.48
19410630,-0.32,-0.45,0.05,-0.22,-0.34,-0.52
19410701,0.14,-0.55,-0.36,-0.49,0.36,-0.44
19410702,0.4,0.33,0.12,0.61,0.8,1.33
19410703,-0.18,0.22,0.98,0.33,0.52,0.85
19410705,0.47,0.57,0.85,0.14,0.18,0.3
19410707,1.91,1.48,1.88,1.23,1.54,2
19410708,2.86,2.76,2.72,1.3,1.6,2.25
19410709,1.16,0.64,0.42,-0.08,0.24,-0.65
19410710,0.16,0.07,0.55,-0.03,0.13,0.21
19410711,0.08,0.58,0.82,0.07,0.18,0.09
19410712,0.39,0.15,0.06,0.04,-0.01,0.2
19410714,-0.31,-0.01,0.91,0.05,0.24,0.82
19410715,0.59,0,0.63,0.26,0.04,0.18
19410716,-0.67,-0.95,-0.79,-0.22,-0.66,-0.8
19410717,0.11,-0.2,-0.92,-0.58,-0.73,-0.36
19410718,0.36,0.09,-0.13,0.2,0.61,0.18
19410719,0.46,0.61,0.61,0.32,0.5,0.26
19410721,1.3,1.93,2.81,0.72,1.94,3.14
19410722,-0.32,0.07,0.39,-0.15,0.15,-0.12
19410723,-0.1,0.25,0.18,-0.24,-0.03,-0.08
19410724,0.43,0.11,0.4,-0.36,-0.21,-0.07
19410725,-0.35,-0.06,0.53,-0.11,0.05,-1.06
19410726,0.05,0.71,1.78,0.42,0.54,0.56
19410728,1.13,1.31,2.99,0.86,0.7,1.02
19410729,-0.33,-0.11,-1,-0.32,-0.22,-0.47
19410730,-0.26,-0.22,0.36,-0.31,-0.16,0.29
19410731,0.53,0.01,0.41,0.04,-0.36,0.14
19410801,-0.64,-0.33,0.09,-0.22,-0.48,0.12
19410802,1.08,-0.21,0.07,0.19,-0.36,-0.48
19410804,-0.33,-0.34,0.04,0.03,0.35,0.11
19410805,-0.78,-0.39,-0.79,0.06,-0.2,-0.43
19410806,-0.12,0.3,-0.11,0.01,0.2,-0.69
19410807,-0.28,0.01,-0.15,0.1,-0.07,-0.13
19410808,-0.89,-1.13,-0.51,-0.23,-1.3,-1.3
19410809,-0.92,-0.77,-1.5,-0.63,-0.68,-1.07
19410811,-0.95,-0.94,-1.86,-0.19,-0.59,-0.37
19410812,-0.72,-0.16,0.37,-0.09,-0.11,-0.41
19410813,0.51,0.06,0.05,-0.08,-0.16,-0.15
19410814,-0.62,0.31,0.89,0.17,0.1,0.82
19410815,-0.48,-0.91,-0.94,-0.72,-0.73,-1.2
19410816,-0.04,0.17,-0.05,0.13,0.21,0.83
19410818,1.03,0.22,1.08,0.27,0.65,0.39
19410819,0.12,0.1,0.01,0.03,0.07,-0.04
19410820,0.17,0.44,0.86,0.38,0.53,0.92
19410821,0,0.31,0.46,0,0.08,-0.24
19410822,-0.23,-0.12,-0.46,0.14,-0.26,-0.57
19410823,0.34,0.09,0.05,0,0.12,0.29
19410825,0.12,-0.3,-0.11,0.2,0,0.08
19410826,1.03,0.69,0.78,0.52,0.63,0.47
19410827,0.17,0.07,0.19,0.15,0.09,0.6
19410828,0.58,0.31,0.33,0.42,0.39,-0.15
19410829,0.28,0.04,0.34,-0.1,0.41,-0.11
19410830,0.47,0.37,0.56,0.16,0.29,0.46
19410902,0.36,-0.02,-0.13,0.3,0.3,0.26
19410903,-0.57,-0.45,-0.37,-0.09,-0.82,-0.36
19410904,-0.47,-0.06,-0.42,0.03,-0.25,-0.83
19410905,0,0.08,0.45,-0.1,-0.16,-0.26
19410906,0.56,0.02,0.21,0.1,0.1,0.21
19410908,0.29,0.23,0.52,0.07,0.3,0.17
19410909,-0.78,-0.21,-0.96,-0.07,-0.49,-0.56
19410910,-0.3,-0.32,-0.55,-0.56,-0.63,-0.64
19410911,-0.29,0.35,1.49,0.41,0.8,1.13
19410912,0.24,0.48,0.26,0.12,0.1,0.13
19410913,0.2,0.13,0.14,0.13,0.07,0.15
19410915,-0.08,0.2,0.05,0.03,0.1,-0.08
19410916,0.31,0.34,0.17,0.14,0.36,0.41
19410917,1.49,1.29,1.41,1.36,1.38,1.53
19410918,-0.19,0.05,0.22,-0.44,-0.35,-0.47
19410919,-0.96,-1.38,-1.57,-0.5,-1.11,-1.86
19410920,-0.28,-0.54,-0.63,-0.22,-0.43,-0.91
19410922,-0.56,0.19,-0.15,0.19,0.21,0.62
19410923,0.14,-0.11,0.17,0.44,0.13,0.67
19410924,-0.02,-0.29,-0.75,-0.38,-0.68,-0.78
19410925,-2.8,-2.9,-3.25,-1.23,-1.7,-1.75
19410926,-0.32,-0.19,-0.31,-0.53,-0.14,0.12
19410927,0.26,0.68,0.89,0.27,0.27,0.81
19410929,0.1,-0.02,0.65,0.07,0.1,-0.09
19410930,0.63,0.63,0.63,0.5,0.36,0.78
19411001,-0.07,0.01,-0.27,0.01,0.01,-0.07
19411002,0.16,0.09,0.24,-0.48,-0.09,0.04
19411003,-0.57,-0.56,0,-0.1,-0.19,0.07
19411004,0.12,-0.02,0.21,0.08,0.14,0.52
19411006,0.09,-0.34,-0.17,-0.11,-0.23,-0.2
19411007,-1.42,-1.38,-1.9,-1.03,-1.09,-1.46
19411008,-0.04,-0.33,-0.18,-0.1,0.04,-0.03
19411009,-1.55,-1.58,-2.62,-0.98,-1.59,-1.6
19411010,-0.22,0.1,0.29,-0.25,0.44,0.06
19411011,-0.23,0.4,0.81,-0.02,0.07,0.52
19411014,-0.34,-0.77,-1.29,-0.39,-0.55,-0.57
19411015,-0.32,-0.66,-0.46,-0.6,-0.49,-0.41
19411016,-2.33,-2.18,-3.14,-1.44,-1.88,-2.18
19411017,-0.24,0.06,0,0.27,0.54,0.55
19411018,1.24,1.66,2.05,0.78,1.12,1.59
19411020,-0.46,-0.15,0.37,-0.05,0.44,-0.42
19411021,1.02,0.74,0.94,0.65,0.92,1.23
19411022,0.26,-0.51,-0.35,-0.49,-0.3,-0.64
19411023,0.12,0.13,0.75,0,0.76,1.31
19411024,1.01,0.45,1.11,0.47,0.57,0.54
19411025,-0.09,0.35,-0.33,-0.27,-0.34,-0.76
19411027,-0.96,-0.99,-1.02,-0.57,-0.71,-0.89
19411028,-0.01,0.66,0.34,-0.08,0.19,0.61
19411029,-0.28,-0.49,-0.32,-0.36,0.03,-0.06
19411030,0.07,0.31,0.28,-0.31,-0.1,0.7
19411031,-0.94,-1.39,-1.39,-0.87,-1,-1.04
19411101,0.27,0.86,0.45,0.26,0.22,0.83
19411103,0.39,-0.1,0.16,0.27,0.93,1.02
19411105,0.47,0.39,0.77,0.67,0.45,1.61
19411106,-0.95,-1.18,-0.86,-0.69,-0.57,-1.49
19411107,0.54,0.18,-0.03,-0.24,-0.04,-0.58
19411108,-0.51,-0.05,0.02,0.18,0.08,-0.29
19411110,0.01,-0.72,-1.17,-0.47,-0.66,-0.95
19411112,-2.08,-1.81,-2.52,-1.46,-1.68,-2.34
19411113,-0.56,-0.81,-0.14,0.12,-0.03,0.59
19411114,0.59,0.74,0.58,0.79,0.88,0.95
19411115,0.19,0.85,0.57,0.02,0.22,0.48
19411117,-0.33,-0.62,-0.42,-0.15,-0.09,-0.46
19411118,0.24,-0.4,-0.18,-0.23,-0.02,0.25
19411119,0.36,0.56,0.67,0.37,0.44,0.48
19411121,0.75,0.3,1.73,0.37,0.74,1.01
19411122,0.35,0.02,0.09,0.14,0.31,-0.13
19411124,-0.17,0.41,0.41,0.09,0.47,0
19411125,-0.08,-0.94,-1.14,-0.52,-0.49,-0.32
19411126,-0.36,-1.06,-0.93,-0.64,-0.73,-1.51
19411127,0.28,-0.42,-0.11,-0.26,-0.26,-0.22
19411128,-0.26,-0.76,-0.91,-0.58,-0.54,-0.45
19411129,-0.08,0.35,0.3,-0.31,-0.14,-0.11
19411201,-0.53,-0.32,-0.55,-0.5,-0.23,-0.22
19411202,0.79,0.95,0.87,1.37,1.79,1.83
19411203,0.28,0.12,0.21,0.88,1.02,0.37
19411204,0.62,0.65,0.66,0.18,0.39,0.39
19411205,0,-0.55,-0.9,-0.41,-0.38,-0.27
19411206,0.56,0.49,0.29,0.58,0.66,0.28
19411208,-5.76,-6.19,-7.87,-3.3,-4.26,-6.86
19411209,-5.36,-5.69,-9.05,-2.58,-4.18,-6.45
19411210,-0.55,-0.96,-0.93,-0.92,-0.49,-0.71
19411211,3.18,3.8,4.71,1.42,2.54,3.15
19411212,1.56,0.6,0.22,-0.49,-0.01,-0.51
19411213,0.85,0.19,0.6,0.15,0.63,-0.06
19411215,0.55,0.15,0.54,0.22,0.79,1.29
19411216,-0.35,0.05,0.47,-0.47,0.61,0.43
19411217,-1.48,-2.32,-2.68,-1.81,-1.88,-1.65
19411218,-1.18,-1.04,-1.06,-1.38,-0.1,-0.03
19411219,-0.09,0.31,1.1,-0.09,-0.11,0.25
19411220,0.39,0.13,-0.37,-0.32,-0.03,0.14
19411222,-0.22,-1.14,-0.63,-0.72,-1.07,-1.35
19411223,-1.07,-0.15,-0.57,-0.43,-0.35,-0.73
19411224,0.37,0.3,0.51,0.45,0.06,0.01
19411226,-0.23,-0.69,-1.04,-0.78,0.08,-0.54
19411227,0.47,0.13,0.88,0.37,0.02,0.59
19411229,-1.56,-1.14,-2,0.2,-1.11,-1.12
19411230,2.93,3.44,4.15,3.81,3.34,4.21
19411231,0.71,1.02,-0.06,0.01,-1.08,-1.62
19420102,3.46,3.78,5.58,1.62,0.99,4.54
19420103,2.05,2.84,3.58,1.09,0.91,1.77
19420105,1.55,1.53,0.65,1.07,0.84,0.9
19420106,0.15,-0.62,-0.61,-0.02,-0.91,-1.27
19420107,-0.08,0.35,0.02,-1.01,-0.51,0.76
19420108,-0.25,0.13,-0.28,-1.83,-1.01,-0.73
19420109,0.81,0.62,1.51,-0.61,-0.23,0.95
19420110,-0.33,0,-0.5,-0.51,-0.39,-0.36
19420112,0.1,0.62,0.99,0.4,0.33,0.74
19420113,1.13,1.26,1.55,1.26,2.72,1.77
19420114,0.35,0.63,0.49,0.14,0.38,0.01
19420115,0.1,-0.07,-0.01,-0.19,-0.11,0.13
19420116,-0.36,-0.52,-0.52,-0.91,-1.04,-0.77
19420117,-0.49,-0.16,0.01,-0.4,-0.31,0.27
19420119,-0.31,0.93,0.77,-0.03,0.63,0.81
19420120,-0.45,0.2,0.72,-0.29,-0.01,0.36
19420121,-1.69,-1.87,-1.95,-1.09,-1.32,-1.99
19420122,0.64,0,-0.07,-0.17,0.04,0.58
19420123,0.17,-0.02,0.81,0.07,0.08,0.75
19420124,0.41,0.61,0.83,0.11,0.63,0.89
19420126,0.21,1.24,1.66,0.73,1.13,1.13
19420127,0.82,0.61,0.21,-0.06,0.3,0.13
19420128,-0.64,-0.55,-0.48,-0.1,-1.13,-0.35
19420129,-0.19,0.05,0.07,-0.09,-0.12,0.09
19420130,-0.01,-0.6,-0.26,-0.52,-0.83,-0.18
19420131,-0.53,-0.63,-0.94,-0.38,-0.45,-0.59
19420202,0.34,0.05,0.13,0.32,0.35,0.34
19420203,0.04,0.24,0.01,0.25,0.47,0.38
19420204,0.88,0.91,1.28,0.52,0.62,1.34
19420205,0.61,0.02,0.54,-0.31,-0.25,0.54
19420206,-0.73,-0.42,-0.54,-0.72,-0.81,-1.48
19420207,0.06,-0.11,0,-0.01,0.02,0.26
19420209,-0.82,-1.17,-1.77,-0.88,-1.31,-1.63
19420210,-1.44,-1.96,-3.34,-1.27,-1.4,-2.04
19420211,-0.38,-0.28,0.1,-0.3,0.14,-0.18
19420213,0.72,0.41,0.51,0.04,0.17,0.12
19420214,0.38,0.57,0.86,0.44,0.51,0.99
19420216,-0.4,-0.16,0.01,-0.27,-0.13,-0.28
19420217,-0.78,-1.6,-1.46,-1.51,-1.83,-2.12
19420218,-0.01,0.35,-0.1,0.08,-0.36,0.31
19420219,0.11,0.55,0.64,0.37,0.05,0.39
19420220,0.13,0.29,0.24,-0.26,-0.43,-0.05
19420221,0.13,0.25,0.19,0.31,0.19,-0.19
19420224,0.41,0.18,0.55,0.26,0.15,0.39
19420225,-0.16,-0.34,-0.28,-0.59,-0.74,-0.43
19420226,0.34,-0.13,0.36,0.43,0.41,0.54
19420227,0.35,1.01,0.33,0.75,1.06,0.4
19420228,0.78,0.28,0.15,0.06,0.35,0.1
19420302,-0.7,-0.96,-0.8,-0.81,-1.09,-1.55
19420303,0.77,0.27,0.51,1.24,1.2,1.54
19420304,-0.14,-0.73,-0.36,-0.93,-0.82,-0.89
19420305,-0.98,-1.07,-1.64,-1.22,-1.8,-1.75
19420306,-1.76,-1.57,-2.75,-2.27,-2.97,-2.2
19420307,-0.12,0.02,1.14,0.4,0.68,0.73
19420309,0.18,0.17,-0.12,-0.09,-0.25,0.03
19420310,-0.09,-0.27,-0.54,-0.77,-0.74,-0.54
19420311,-1.15,-1.05,-1.3,-1.61,-1.44,-2.54
19420312,-0.72,0.34,0.03,0.02,-0.06,0.62
19420313,0.8,0.57,0.31,0.53,0.47,0.23
19420314,0.23,0.41,0.29,0.09,-0.06,-0.37
19420316,0.01,-0.18,0.3,1.1,0.57,1.07
19420317,1.33,1,1.83,1.16,2.11,3.01
19420318,-0.37,0.32,-0.57,-0.63,-0.67,-1.01
19420319,-0.05,-0.05,0.06,-0.32,-0.07,0.47
19420320,-0.57,-0.32,-0.49,-0.62,-0.91,-1.27
19420321,0.19,-0.22,0.03,0.11,-0.03,0.19
19420323,-0.21,0.15,0.37,0.13,0.18,0.21
19420324,0.24,0.29,0.41,1,-0.01,0.43
19420325,-0.36,0.03,-1.11,-0.58,-0.66,-0.41
19420326,-0.65,-0.01,-0.41,-0.46,-0.27,-0.12
19420327,-0.49,-1.11,-0.59,-1.22,-0.59,-1.1
19420328,-0.04,0.08,0.16,0.09,-0.16,0.15
19420330,0.04,0.24,0.13,0.11,0.14,-0.05
19420331,-0.22,0.02,-0.67,-0.38,-0.48,-1.02
19420401,-0.02,-0.04,0.17,0.36,0.46,0.67
19420402,0.29,0.56,1.22,0.87,0.71,0.57
19420404,0.22,0.5,0.15,0.31,-0.07,-0.31
19420406,-0.07,0.36,0.76,1.38,0.87,1.26
19420407,-0.35,0.06,0.14,-0.36,-0.15,-0.26
19420408,-0.28,-0.52,-0.73,-0.62,-0.41,-0.58
19420409,-0.92,-1.06,-1.83,-1.36,-1.12,-1.61
19420410,0.25,-0.16,-0.21,-0.09,0.04,0.18
19420411,0.01,0.09,0.01,-0.34,-0.37,0.14
19420413,-0.4,-0.33,0.17,-0.04,0.1,-0.01
19420414,-1.26,-1.87,-3.67,-1.3,-1.84,-2.45
19420415,-0.61,-0.26,0.18,0.28,0.14,0.06
19420416,0.21,0.1,0.25,-0.03,-0.34,-0.08
19420417,-1.3,-1.04,-0.88,-1.57,-1.56,-1.13
19420418,0.01,0.42,1.14,0.76,0.46,0.87
19420420,0.44,0.24,-0.1,0.35,0.42,0.33
19420421,0.65,0.47,1.04,0,0.34,0.38
19420422,-0.61,0.12,0.22,-0.18,-0.26,-0.51
19420423,-1.4,-1.93,-2.11,-2.15,-2.54,-2.03
19420424,-0.47,-0.45,-0.72,-0.96,-0.84,-0.68
19420425,0.67,0.94,0.38,0.02,0.43,0.32
19420427,-1.74,-0.24,-0.4,-0.96,-0.37,-0.48
19420428,-0.97,-0.8,-0.85,-1.17,-0.89,-0.41
19420429,0.55,0.71,1.11,1.36,1.63,2.16
19420430,0.77,0.77,0.91,0.82,0.67,0.83
19420501,0.49,-0.46,0.2,0.68,0.71,0.48
19420502,-0.01,0.61,0.85,0.72,0.46,0.97
19420504,-0.32,-0.09,-0.01,0.12,0.56,0.02
19420505,0.05,-0.22,-0.02,0.43,0.27,0.07
19420506,-0.72,-0.36,-0.34,-0.34,-0.18,0.14
19420507,0.46,0.39,0.3,0.75,1.08,0.36
19420508,-0.04,0.76,0.56,0.16,0.44,-0.16
19420509,0.56,0.57,0.59,0.72,0.49,-0.01
19420511,0.36,-0.13,0.16,0.77,0.34,0.69
19420512,-0.58,-0.02,-0.76,-0.54,-0.8,-1.31
19420513,-0.57,-0.89,-1.24,-1.13,-1.59,-0.76
19420514,-0.6,-0.8,-0.26,0.3,0.36,-0.53
19420515,0.2,0.16,0.45,0.87,0.64,0.89
19420516,0.17,0.62,0.7,0.85,0.48,0.54
19420518,0.39,-0.17,-0.17,-0.25,0.11,-0.02
19420519,-0.12,0.39,-0.49,-0.85,-0.14,-0.71
19420520,-0.83,-0.87,-0.83,0.9,-0.73,-1.51
19420521,-0.33,0.96,1.02,1.83,1.47,1.27
19420522,0.14,-0.12,0.3,-0.27,-0.15,0.17
19420523,0.72,0.45,-0.2,0.14,0.03,-0.44
19420525,-0.23,-0.52,-0.06,-0.11,-0.22,-0.78
19420526,0.26,0.22,0.05,-0.02,0.21,0.12
19420527,0.47,0.66,0.77,1.69,1.1,1.73
19420528,0.35,0.11,-0.13,-0.01,0.34,-0.11
19420529,-0.08,0.44,0.24,-0.14,-0.37,-0.4
19420601,0.04,0.76,0.23,0.42,0.36,0.25
19420602,-0.4,-0.12,-0.23,0.14,-0.29,-1.23
19420603,0.54,0.13,0.82,0.71,0.72,0.62
19420604,1.47,0.9,0.85,1.89,1.22,1.07
19420605,0.46,0.76,1.08,0.35,0.69,0.92
19420606,0.19,0.55,0.46,0.43,0.5,0.49
19420608,0.39,0.31,0.03,0.9,0.72,0.67
19420609,-0.04,-0.27,-0.33,-0.07,-0.56,-0.48
19420610,-0.84,-0.53,-0.81,-1.08,-0.59,-0.89
19420611,-0.02,-0.01,0.28,0.29,0.29,-0.19
19420612,-0.23,-0.44,-0.2,-0.43,-0.55,-0.43
19420613,0.12,0.42,0.34,0.49,0.19,0.5
19420615,-0.14,-0.13,0,0.28,0.43,-0.34
19420616,0.06,0.34,0.38,-0.04,0.19,0.3
19420617,0.49,0.46,0.71,1.28,1.56,1.78
19420618,0.82,0.52,0.5,-0.3,-0.08,-0.1
19420619,-0.76,-0.63,-1.27,-0.78,-1.19,-1.28
19420620,-0.19,-0.13,0.34,-0.53,-0.08,-0.01
19420622,-1.61,-1.79,-1.9,-1.22,-1.34,-1.22
19420623,-0.08,0.34,0.35,0.03,0.29,0.06
19420624,0.36,-0.24,-0.21,-0.23,-0.38,-0.21
19420625,-0.21,0.16,0.07,0.14,-0.04,0.08
19420626,0.27,0.04,0.19,-0.31,0.12,0.63
19420627,0.19,0.27,0.66,0.3,0.24,0.66
19420629,0.08,0.01,-0.11,0.36,-0.08,0.83
19420630,0.09,-0.3,-0.02,0.05,0.28,0.37
19420701,0.06,-0.17,-0.07,-0.36,-0.48,-0.61
19420702,0.79,0.43,0.76,0.99,1.06,1.66
19420703,0.6,0.72,1.43,0.95,0.84,1.07
19420706,0.91,0.87,0.64,1.35,1.27,1.71
19420707,0.16,0.16,0.44,-0.23,-0.1,-0.39
19420708,1.17,1.29,1.74,1.67,2.84,2.25
19420709,2.07,2.02,1.88,1.02,0.96,1.46
19420710,-0.03,-0.19,-0.13,-0.26,-0.04,-0.1
19420711,-0.19,0.06,0.09,-0.02,-0.07,-0.13
19420713,-0.77,-0.44,-0.49,-0.35,-0.95,-0.55
19420714,0.31,0.04,-0.08,0.48,0.88,0.51
19420715,0.7,0.8,0.56,0.29,0.11,0.13
19420716,-0.08,-0.4,-0.13,-0.07,0.09,-0.1
19420717,-0.27,-0.51,-0.61,-0.77,-1.05,-0.76
19420718,-0.38,-0.05,-0.17,-0.21,-0.39,-0.18
19420720,0.17,-0.06,-0.06,0.39,0.79,0.68
19420721,0.38,0.06,-0.07,0.16,0.38,0.31
19420722,-0.13,0.16,0.32,-0.12,-0.13,0.1
19420723,-0.67,-1.02,-1.17,-1.19,-1.28,-1.41
19420724,-0.14,0.02,0.14,-0.22,0.17,0.67
19420725,0.33,0.07,0.46,0.05,0.03,0.7
19420727,0.21,0.01,0.35,0.02,0.17,0.23
19420728,-0.28,-0.13,0.08,-0.27,0.02,-0.07
19420729,-0.34,-0.6,-0.9,-0.85,-1.64,-1.36
19420730,0.36,0.06,0.06,0.11,-0.12,0.86
19420731,0.16,0.49,0.07,0.14,1,0.71
19420801,0.2,0.14,1.12,0.12,-0.06,0.25
19420803,-0.03,-0.04,-0.38,0.29,0.28,0.83
19420804,0.22,-0.18,0.3,-0.06,-0.5,0.21
19420805,-0.11,-0.61,-1.16,-0.57,-0.85,-1.24
19420806,-0.2,0.01,-0.46,-0.05,-0.11,-0.18
19420807,-0.18,-0.02,0.19,0.29,0.44,-0.1
19420808,0.03,0.01,-0.15,-0.09,-0.15,-0.52
19420810,0.04,-0.17,-0.16,-0.07,-0.2,0.41
19420811,0.2,0.22,-0.01,0.35,0.3,0.74
19420812,-0.1,0.05,0.34,-0.04,0.41,0.74
19420813,0.22,0.18,0.41,0.28,0.78,0.52
19420814,0.34,0.73,0.89,0.52,0.4,0.46
19420815,0.59,0.08,0.1,0.23,0.32,0.45
19420817,-0.18,0.45,1.02,0.35,0.29,0.53
19420818,0.95,0.3,0.55,0.7,0.56,1.82
19420819,0.35,0.56,0.7,0.12,-0.04,0.22
19420820,-0.37,0.12,0.44,-0.24,-0.31,-0.11
19420821,0.47,0.4,0.5,0.18,0.49,0.79
19420822,0.13,0.27,0.46,0.07,0.2,0.33
19420824,0.24,-0.35,-0.57,0.05,0,0.02
19420825,-0.5,-0.45,-0.83,-0.6,-0.37,-1.06
19420826,-1.05,-0.55,-1.82,-1,-1.08,-1.94
19420827,0.26,0.53,0.78,0.43,0.31,0.49
19420828,0.69,0.37,0.15,0.31,0.34,0.57
19420829,0.29,0.22,0.2,0.02,0.33,-0.3
19420831,-0.24,0.3,-0.08,0.15,-0.01,0.15
19420901,0.07,-0.16,-0.31,0,-0.17,-0.26
19420902,-0.37,0.33,0.36,0.05,0.18,-0.82
19420903,-0.08,-0.07,0.29,0.08,0.08,0.02
19420904,-0.21,-0.07,0.32,0.08,-0.32,0.74
19420905,0.43,0.1,0.46,0.07,0.24,0.62
19420908,0.08,0.03,0.17,0.58,0.52,0.57
19420909,0.1,0,-0.08,-0.21,0.01,-0.31
19420910,-0.21,0,-0.48,-0.65,-0.42,-0.63
19420911,-0.48,-0.59,-0.42,-0.29,-0.82,-0.46
19420912,0.21,0.04,0.29,0.02,0.07,-0.07
19420914,0.08,-0.27,0.64,-0.01,-0.04,0.29
19420915,0.32,0.26,0.38,0.3,0.76,0.34
19420916,0.03,0.41,0.21,0.2,0.02,0.31
19420917,0,0.02,0.83,-0.19,0.03,0.77
19420918,0.62,0.24,0.43,0.56,0.82,0.3
19420919,-0.01,0.31,0.77,-0.1,-0.02,0.28
19420921,0.2,-0.04,0.16,0.13,-0.01,-0.15
19420922,0.06,-0.16,0.73,0.29,0.44,0.53
19420923,0.97,0.66,0.74,0.44,0.74,0.67
19420924,0.75,1.82,1.94,1.09,1.15,1.45
19420925,0.79,0.54,0.47,0.38,0.21,0.06
19420926,-0.17,-0.39,-0.68,0.03,-0.39,-0.38
19420928,-0.34,-0.07,-0.05,-0.04,0.17,-0.08
19420929,-0.28,-0.15,-0.64,-0.18,-0.31,0.18
19420930,-0.35,0.04,-0.66,-0.03,-0.13,-0.37
19421001,0.96,0.35,1.63,0.5,0.6,2.19
19421002,1,1.52,2.05,0.93,1.69,1.64
19421003,0.37,1,0.96,0.28,0.67,1.04
19421005,0.72,0.78,0.55,0.65,0.82,0.8
19421006,-0.32,-0.4,0.36,-0.21,0.32,0.49
19421007,0.81,0.37,0.64,0.23,0.17,-0.19
19421008,1.5,1.83,2.46,1.3,1.88,1.79
19421009,-0.11,0.85,1.09,0.38,0.29,0.39
19421010,0.3,0.28,0.66,0.9,0.73,1.49
19421013,-0.15,0.23,1.29,0.65,0.45,0.08
19421014,0.3,-0.31,-0.09,-0.39,-0.18,-0.27
19421015,-0.46,-0.91,-1.08,-1.12,-1.43,-1.37
19421016,0.84,0.44,0.99,0.33,0.46,0.5
19421017,0.39,0.07,-0.09,-0.15,-0.1,-0.57
19421019,-0.08,-0.12,-0.04,0.26,-0.01,0.36
19421020,0.35,0.81,0.89,1.13,1.06,0.67
19421021,0.61,-0.06,0.64,0.03,0.02,-0.51
19421022,0.48,0.2,0.03,0.08,0.23,0.43
19421023,0.25,0.34,0.29,-0.14,-0.06,0.19
19421024,0.04,0.48,0.5,0.32,0.14,0.73
19421026,0.32,-0.06,1.07,0.2,0.38,0.79
19421027,-0.63,-1.19,-2.21,-0.79,-1.32,-1.19
19421028,-0.35,-0.81,-0.75,-0.55,-0.81,-0.32
19421029,0.33,0.36,0.16,-0.23,0.59,0.45
19421030,-0.09,0.19,0.49,0.37,0.2,0.64
19421031,0.61,0.95,1.19,0.26,0.87,1.25
19421102,0.6,1.04,1.05,0.49,0.87,0.92
19421104,-0.12,0.01,-0.87,-0.07,-0.57,-0.61
19421105,0.19,-0.13,-0.01,0.12,0.15,0.12
19421106,1.06,1.08,1.3,1.05,1.38,0.23
19421107,0.53,0.24,0.98,0.71,0.72,0.81
19421109,-0.27,0.22,0.51,0.45,0.39,-1.04
19421110,-0.58,-0.77,-0.49,-0.48,-0.63,-0.57
19421112,-0.13,-0.27,-0.53,-0.02,0.29,-0.12
19421113,-0.13,0.07,-0.64,-0.25,-0.48,-0.61
19421114,0.03,-0.14,-0.01,0.13,-0.23,-0.02
19421116,-0.67,-1,-1.53,-0.74,-1.08,-1.1
19421117,-1.14,-0.87,-1.57,-0.87,-0.84,-1.07
19421118,-0.23,-0.31,-0.17,0.38,0.06,-0.41
19421119,0.37,-0.06,0.01,0.05,0.38,0.12
19421120,0.93,0.22,1.11,0.86,0.91,1.23
19421121,0.26,0.39,0.41,0.13,0.3,-0.18
19421123,-1,-0.94,-1.08,-0.99,-1.3,-1.67
19421124,-0.85,-0.86,-1.17,-0.08,-0.16,-0.91
19421125,-0.25,-0.05,-0.49,-0.26,0.06,0.72
19421127,0.23,-0.12,0.37,0.48,0.28,0.1
19421128,0.38,0.38,0.11,0.15,0,0.04
19421130,-0.29,-0.64,-1.39,-0.11,-0.21,-0.42
19421201,-0.15,-0.1,-0.02,0.24,0.02,-0.27
19421202,0.47,0.35,0.04,0.37,0.15,0.89
19421203,0.04,0.5,0.3,0.19,0.47,0.42
19421204,-0.12,-0.35,-0.28,-0.01,-0.25,-0.07
19421205,0.03,0.27,0.17,0.14,0.01,0.47
